350,3100,4250,23.5,1.54,
400,3012,4268,23.5,1.45,
450,3197,4397,23.5,1.5,
500,3382,4525,23.6,1.55,
550,3568,4654,23.6,1.6,
600,3600,4750,23.5,1.54,
650,3938,4911,23.6,1.71,
700,4123,5039,23.6,1.76,
800,4494,5296,23.7,1.86,
900,4864,5554,23.7,1.96,
1000,5235,5811,23.8,2.07,
